09:01:00,141.57,141.58,141.51,141.53
09:02:00,141.54,141.54,141.5,141.51
09:03:00,141.51,141.52,141.45,141.45
09:04:00,141.46,141.49,141.46,141.48
09:05:00,141.49,141.52,141.48,141.49
09:06:00,141.49,141.57,141.48,141.56
09:07:00,141.56,141.58,141.54,141.55
09:08:00,141.56,141.57,141.54,141.55
09:09:00,141.54,141.55,141.52,141.55
09:10:00,141.55,141.56,141.53,141.55
09:11:00,141.55,141.58,141.54,141.58
09:12:00,141.58,141.62,141.58,141.6
09:13:00,141.61,141.62,141.6,141.62
09:14:00,141.61,141.62,141.54,141.54
09:15:00,141.55,141.56,141.54,141.55
09:16:00,141.54,141.54,141.53,141.53
09:17:00,141.54,141.55,141.53,141.54
09:18:00,141.55,141.58,141.54,141.56
09:19:00,141.56,141.56,141.47,141.49
09:20:00,141.49,141.51,141.49,141.51
09:21:00,141.51,141.53,141.5,141.53
09:22:00,141.54,141.56,141.52,141.56
09:23:00,141.55,141.58,141.54,141.57
09:24:00,141.56,141.56,141.55,141.55
09:25:00,141.55,141.58,141.55,141.56
09:26:00,141.55,141.6,141.55,141.59
09:27:00,141.59,141.63,141.59,141.62
09:28:00,141.62,141.66,141.62,141.65
09:29:00,141.65,141.68,141.64,141.66
09:30:00,141.65,141.66,141.64,141.65
09:31:00,141.64,141.66,141.63,141.66
09:32:00,141.65,141.7,141.65,141.69
09:33:00,141.69,141.73,141.66,141.71
09:34:00,141.71,141.72,141.69,141.7
09:35:00,141.7,141.71,141.66,141.67
09:36:00,141.67,141.68,141.63,141.64
09:37:00,141.64,141.65,141.62,141.63
09:38:00,141.63,141.64,141.62,141.63
09:39:00,141.63,141.66,141.62,141.64
09:40:00,141.64,141.64,141.61,141.63
09:41:00,141.63,141.63,141.61,141.62
09:42:00,141.62,141.65,141.62,141.65
09:43:00,141.64,141.64,141.63,141.63
09:44:00,141.63,141.65,141.62,141.65
09:45:00,141.64,141.65,141.63,141.65
09:46:00,141.65,141.65,141.63,141.63
09:47:00,141.63,141.63,141.61,141.61
09:48:00,141.6,141.65,141.6,141.65
09:49:00,141.64,141.68,141.64,141.66
09:50:00,141.66,141.66,141.64,141.64
09:51:00,141.64,141.64,141.63,141.63
09:52:00,141.64,141.64,141.61,141.62
09:53:00,141.61,141.62,141.6,141.62
09:54:00,141.62,141.62,141.61,141.61
09:55:00,141.6,141.61,141.6,141.6
09:56:00,141.61,141.62,141.59,141.6
09:57:00,141.61,141.64,141.61,141.64
09:58:00,141.64,141.64,141.63,141.63
09:59:00,141.63,141.63,141.59,141.6
10:00:00,141.61,141.67,141.61,141.64
10:01:00,141.64,141.65,141.62,141.65
10:02:00,141.65,141.69,141.64,141.67
10:03:00,141.67,141.68,141.64,141.65
10:04:00,141.65,141.65,141.61,141.63
10:05:00,141.64,141.66,141.6,141.62
10:06:00,141.61,141.61,141.55,141.56
10:07:00,141.56,141.59,141.55,141.57
10:08:00,141.57,141.6,141.54,141.55
10:09:00,141.56,141.57,141.53,141.53
10:10:00,141.53,141.58,141.53,141.56
10:11:00,141.55,141.6,141.55,141.59
10:12:00,141.6,141.6,141.56,141.57
10:13:00,141.57,141.58,141.53,141.57
10:14:00,141.57,141.61,141.57,141.59
10:15:00,141.6,141.62,141.57,141.59
10:16:00,141.58,141.63,141.58,141.62
10:17:00,141.62,141.65,141.61,141.61
10:18:00,141.61,141.62,141.51,141.52
10:19:00,141.53,141.55,141.51,141.51
10:20:00,141.51,141.54,141.51,141.53
10:21:00,141.52,141.53,141.51,141.53
10:22:00,141.53,141.57,141.52,141.55
10:23:00,141.55,141.55,141.54,141.55
10:24:00,141.56,141.57,141.55,141.57
10:25:00,141.56,141.57,141.54,141.54
10:26:00,141.54,141.57,141.54,141.56
10:27:00,141.57,141.59,141.57,141.58
10:28:00,141.58,141.59,141.58,141.58
10:29:00,141.58,141.58,141.52,141.53
10:30:00,141.54,141.57,141.54,141.56
10:31:00,141.56,141.59,141.56,141.56
10:32:00,141.56,141.58,141.56,141.57
10:33:00,141.57,141.58,141.55,141.55
10:34:00,141.55,141.56,141.54,141.54
10:35:00,141.53,141.56,141.52,141.54
10:36:00,141.55,141.55,141.54,141.55
10:37:00,141.55,141.55,141.5,141.51
10:38:00,141.51,141.56,141.49,141.56
10:39:00,141.55,141.57,141.54,141.57
10:40:00,141.56,141.6,141.56,141.59
10:41:00,141.58,141.63,141.58,141.62
10:42:00,141.61,141.63,141.59,141.6
10:43:00,141.59,141.63,141.59,141.62
10:44:00,141.62,141.62,141.59,141.59
10:45:00,141.59,141.61,141.56,141.6
10:46:00,141.61,141.62,141.59,141.6
10:47:00,141.61,141.62,141.59,141.59
10:48:00,141.59,141.59,141.57,141.58
10:49:00,141.57,141.58,141.56,141.56
10:50:00,141.57,141.57,141.5,141.5
10:51:00,141.51,141.52,141.51,141.52
10:52:00,141.52,141.53,141.52,141.52
10:53:00,141.52,141.52,141.46,141.46
10:54:00,141.47,141.49,141.44,141.46
10:55:00,141.47,141.47,141.45,141.45
10:56:00,141.45,141.49,141.44,141.48
10:57:00,141.49,141.5,141.48,141.49
10:58:00,141.48,141.48,141.45,141.45
10:59:00,141.45,141.53,141.45,141.52
11:00:00,141.52,141.52,141.49,141.5
11:01:00,141.5,141.5,141.35,141.37
11:02:00,141.37,141.43,141.36,141.42
11:03:00,141.42,141.43,141.37,141.39
11:04:00,141.4,141.43,141.35,141.35
11:05:00,141.35,141.36,141.32,141.32
11:06:00,141.33,141.36,141.32,141.36
11:07:00,141.36,141.38,141.35,141.37
11:08:00,141.37,141.37,141.34,141.37
11:09:00,141.38,141.4,141.37,141.39
11:10:00,141.39,141.4,141.36,141.37
11:11:00,141.36,141.42,141.34,141.42
11:12:00,141.43,141.43,141.39,141.42
11:13:00,141.42,141.44,141.41,141.42
11:14:00,141.43,141.46,141.43,141.45
11:15:00,141.46,141.46,141.43,141.44
11:16:00,141.44,141.47,141.44,141.45
11:17:00,141.44,141.45,141.43,141.45
11:18:00,141.44,141.45,141.41,141.41
11:19:00,141.41,141.43,141.41,141.42
11:20:00,141.43,141.45,141.42,141.44
11:21:00,141.44,141.44,141.42,141.42
11:22:00,141.42,141.43,141.42,141.43
11:23:00,141.44,141.45,141.44,141.44
11:24:00,141.45,141.5,141.45,141.5
11:25:00,141.5,141.5,141.47,141.47
11:26:00,141.47,141.5,141.47,141.5
11:27:00,141.49,141.51,141.48,141.5
11:28:00,141.5,141.5,141.49,141.5
11:29:00,141.5,141.53,141.47,141.52
11:30:00,141.51,141.53,141.48,141.49
11:31:00,141.49,141.5,141.45,141.46
11:32:00,141.47,141.49,141.46,141.48
11:33:00,141.47,141.51,141.47,141.51
11:34:00,141.51,141.52,141.49,141.51
11:35:00,141.51,141.55,141.5,141.52
11:36:00,141.52,141.54,141.49,141.5
11:37:00,141.49,141.52,141.49,141.5
11:38:00,141.49,141.5,141.45,141.47
11:39:00,141.46,141.46,141.44,141.45
11:40:00,141.44,141.45,141.39,141.41
11:41:00,141.42,141.42,141.4,141.41
11:42:00,141.42,141.43,141.4,141.42
11:43:00,141.42,141.43,141.4,141.4
11:44:00,141.39,141.43,141.37,141.43
11:45:00,141.44,141.44,141.37,141.37
11:46:00,141.38,141.39,141.35,141.37
11:47:00,141.38,141.38,141.31,141.32
11:48:00,141.32,141.36,141.31,141.32
11:49:00,141.33,141.35,141.32,141.32
11:50:00,141.31,141.32,141.25,141.3
11:51:00,141.31,141.33,141.3,141.31
11:52:00,141.3,141.34,141.3,141.33
11:53:00,141.33,141.36,141.33,141.34
11:54:00,141.34,141.36,141.33,141.34
11:55:00,141.34,141.35,141.33,141.35
11:56:00,141.35,141.37,141.33,141.33
11:57:00,141.33,141.38,141.33,141.38
11:58:00,141.38,141.39,141.36,141.37
11:59:00,141.37,141.39,141.37,141.38
12:00:00,141.38,141.4,141.37,141.38
12:01:00,141.38,141.4,141.38,141.39
12:02:00,141.39,141.4,141.37,141.38
12:03:00,141.38,141.38,141.37,141.38
12:04:00,141.38,141.39,141.37,141.38
12:05:00,141.39,141.42,141.39,141.42
12:06:00,141.42,141.45,141.41,141.42
12:07:00,141.43,141.43,141.4,141.4
12:08:00,141.4,141.44,141.4,141.43
12:09:00,141.44,141.44,141.43,141.43
12:10:00,141.44,141.48,141.42,141.46
12:11:00,141.47,141.48,141.44,141.44
12:12:00,141.44,141.44,141.43,141.44
12:13:00,141.44,141.44,141.4,141.41
12:14:00,141.41,141.42,141.39,141.41
12:15:00,141.41,141.41,141.38,141.39
12:16:00,141.39,141.39,141.37,141.37
12:17:00,141.37,141.39,141.37,141.38
12:18:00,141.38,141.43,141.38,141.42
12:19:00,141.42,141.43,141.41,141.41
12:20:00,141.41,141.41,141.39,141.4
12:21:00,141.41,141.44,141.41,141.43
12:22:00,141.43,141.44,141.4,141.4
12:23:00,141.4,141.4,141.39,141.4
12:24:00,141.41,141.42,141.41,141.41
12:25:00,141.4,141.41,141.39,141.39
12:26:00,141.39,141.41,141.39,141.4
12:27:00,141.4,141.42,141.4,141.41
12:28:00,141.42,141.43,141.41,141.43
12:29:00,141.42,141.43,141.41,141.42
12:30:00,141.42,141.43,141.4,141.43
12:31:00,141.42,141.44,141.41,141.43
12:32:00,141.43,141.45,141.43,141.45
12:33:00,141.45,141.45,141.42,141.42
12:34:00,141.42,141.45,141.42,141.43
12:35:00,141.43,141.43,141.39,141.39
12:36:00,141.39,141.4,141.37,141.37
12:37:00,141.37,141.38,141.36,141.38
12:38:00,141.38,141.38,141.36,141.36
12:39:00,141.37,141.43,141.37,141.42
12:40:00,141.42,141.43,141.4,141.4
12:41:00,141.41,141.41,141.4,141.4
12:42:00,141.39,141.4,141.37,141.38
12:43:00,141.38,141.38,141.36,141.38
12:44:00,141.38,141.4,141.37,141.38
12:45:00,141.38,141.38,141.37,141.37
12:46:00,141.37,141.38,141.36,141.36
12:47:00,141.37,141.38,141.36,141.36
12:48:00,141.36,141.36,141.35,141.36
12:49:00,141.36,141.38,141.36,141.37
12:50:00,141.37,141.38,141.36,141.37
12:51:00,141.37,141.41,141.37,141.41
12:52:00,141.4,141.41,141.37,141.38
12:53:00,141.37,141.38,141.36,141.37
12:54:00,141.37,141.38,141.36,141.38
12:55:00,141.37,141.39,141.37,141.38
12:56:00,141.38,141.39,141.35,141.36
12:57:00,141.36,141.36,141.32,141.32
12:58:00,141.33,141.34,141.32,141.34
12:59:00,141.34,141.38,141.34,141.37
13:00:00,141.38,141.39,141.36,141.36
13:01:00,141.36,141.37,141.33,141.34
13:02:00,141.33,141.35,141.33,141.34
13:03:00,141.33,141.34,141.32,141.33
13:04:00,141.34,141.34,141.31,141.33
13:05:00,141.34,141.38,141.33,141.38
13:06:00,141.38,141.4,141.38,141.39
13:07:00,141.39,141.4,141.38,141.38
13:08:00,141.38,141.4,141.38,141.4
13:09:00,141.41,141.42,141.39,141.41
13:10:00,141.4,141.48,141.4,141.46
13:11:00,141.46,141.47,141.45,141.47
13:12:00,141.46,141.46,141.43,141.43
13:13:00,141.43,141.46,141.43,141.46
13:14:00,141.46,141.47,141.46,141.47
13:15:00,141.47,141.48,141.44,141.45
13:16:00,141.46,141.48,141.46,141.47
13:17:00,141.47,141.48,141.45,141.46
13:18:00,141.46,141.49,141.46,141.48
13:19:00,141.49,141.54,141.49,141.52
13:20:00,141.51,141.53,141.49,141.52
13:21:00,141.51,141.53,141.51,141.51
13:22:00,141.51,141.52,141.5,141.5
13:23:00,141.51,141.51,141.49,141.49
13:24:00,141.48,141.48,141.41,141.42
13:25:00,141.42,141.43,141.37,141.38
13:26:00,141.38,141.39,141.34,141.35
13:27:00,141.35,141.39,141.34,141.38
13:28:00,141.38,141.4,141.38,141.38
13:29:00,141.38,141.4,141.38,141.4
13:30:00,141.4,141.41,141.39,141.41
13:31:00,141.41,141.44,141.4,141.43
13:32:00,141.43,141.43,141.42,141.42
13:33:00,141.43,141.43,141.42,141.43
13:34:00,141.42,141.44,141.42,141.44
13:35:00,141.44,141.45,141.44,141.44
13:36:00,141.45,141.46,141.45,141.46
13:37:00,141.46,141.48,141.46,141.46
13:38:00,141.46,141.46,141.45,141.45
13:39:00,141.45,141.45,141.43,141.43
13:40:00,141.44,141.45,141.43,141.43
13:41:00,141.44,141.46,141.44,141.46
13:42:00,141.45,141.48,141.45,141.45
13:43:00,141.45,141.45,141.43,141.43
13:44:00,141.43,141.44,141.42,141.43
13:45:00,141.43,141.46,141.42,141.42
13:46:00,141.41,141.43,141.41,141.43
13:47:00,141.42,141.46,141.42,141.46
13:48:00,141.46,141.46,141.45,141.45
13:49:00,141.45,141.46,141.45,141.46
13:50:00,141.45,141.46,141.45,141.46
13:51:00,141.46,141.46,141.44,141.44
13:52:00,141.44,141.44,141.43,141.43
13:53:00,141.44,141.45,141.43,141.45
13:54:00,141.45,141.45,141.43,141.44
13:55:00,141.44,141.44,141.41,141.41
13:56:00,141.41,141.43,141.41,141.41
